"BENAL VILLAGE, BENAL VILLAGE",2,2016
"GUDUR VILLAGE BADAMI CROSS CHEK POST, GUDUR VILLAGE BADAMI CROSS CHEK POST",4,2018
"ILALA VILLAGE NEAR, ILALA VILLAGE NEAR",4,2018
"GUDUR VILLAGE BUS STAND PUBLIC PLACE, GUDUR VILLAGE BUS STAND PUBLIC PLACE",4,2018
"GUDUR VILLAGE NEAR KENCHAMMA TEMPLE, GUDUR VILLAGE NEAR KENCHAMMA TEMPLE",5,2018
"KALIDAS COLLAGE BADAMI, KALIDAS COLLAGE BADAMI",4,2018
"In Badami Town, In Badami Town",4,2018
"IN FILD OF MALLAYYA PUJARI BADAMI, IN FILD OF MALLAYYA PUJARI BADAMI",4,2018
"Inside the Compound of MLA Badami, Inside the Compound of MLA Badami",4,2018
"AKKAMAHADEVI KLYAN MANTAP BADAMI, AKKAMAHADEVI KLYAN MANTAP BADAMI",5,2018
"In Between BJP Office Ambedkar Circle, In Between BJP Office Ambedkar Circle",5,2018
"Near Hanuman gudio of Hosur village, Near Hanuman gudio of Hosur village",5,2018
"In Krishna Heritage Room No 304, In Krishna Heritage Room No 304",3,2019
"BADAMI TOWN NEAR KABBALGERI CROSS, BADAMI TOWN NEAR KABBALGERI CROSS",4,2023
"BADAMI RAMDURG CROSS, BADAMI RAMDURG CROSS",4,2023
"BADAMI TOWN, BADAMI TOWN",5,2023
"Honnakatti Cross Cheak Post, Honnakatti Cross Cheak Post",3,2018
"Honnakatti Cross Cheek Post, Honnakatti Cross Cheek Post",3,2018
"Kathi Resort, Kathi Resort",5,2018
"In Honnakatti Cross, In Honnakatti Cross",4,2023
"Rampur Alur and Sitimani lt Alur Lt, Rampur Alur and Sitimani lt Alur Lt",5,2023
"Shirur Village Bus Stand and Goudar Oni Nekara Pet, Shirur Village Bus Stand and Goudar Oni Nekara Pet",5,2023
"Old Ramput and New Rampur, Old Ramput and New Rampur",5,2023
"Old IB Bagalkot, Old IB Bagalkot",2,2016
"Near Shirur Railway Gate, Near Shirur Railway Gate",3,2023
"Near Bilur Gurubasav Gudi & Basaveshwar Circle, Near Bilur Gurubasav Gudi & Basaveshwar Circle",4,2023
"Bagalkot, Bagalkot",5,2023
"Near Basaveshwar Circle Opp Maharani Bakery, Near Basaveshwar Circle Opp Maharani Bakery",5,2023
"Near Shri Shakti Thetar Bagalkot, Near Shri Shakti Thetar Bagalkot",5,2023
"Banahatti Town Devar Dasimayya colony, Banahatti Town Devar Dasimayya colony",4,2018
"Banahatti Town Devar Dasimayya Colony, Banahatti Town Devar Dasimayya Colony",4,2018
"Chimmad Village in Ramanna Mallappa Jagadal Land, Chimmad Village in Ramanna Mallappa Jagadal Land",5,2018
"BANAHATTI TOWN NEAR SPINNING MILL, BANAHATTI TOWN NEAR SPINNING MILL",5,2023
"SIDDAPUR PLAT, SIDDAPUR PLAT",4,2018
"NEAR BADAGANDI CROSS AT BILAGI, NEAR BADAGANDI CROSS AT BILAGI",4,2018
"SANT SEVALAL SAMUDAYA BHAVAN AT NAGARAL LT, SANT SEVALAL SAMUDAYA BHAVAN AT NAGARAL LT",5,2018
"IN BILAGI TOWN KATAKAR ONI, IN BILAGI TOWN KATAKAR ONI",5,2018
"BILAGI TOWN, BILAGI TOWN",5,2018
"Nagaral village, Nagaral village",3,2023
"Near BJP Party Office at Shri Mahammadgous, Near BJP Party Office at Shri Mahammadgous",4,2023
"Sunaga Village Near Maruteshwar Tempel, Sunaga Village Near Maruteshwar Tempel",4,2023
"Danappa Ramappa Tolamatti House, Danappa Ramappa Tolamatti House",5,2023
"Accused Rented Godown in BIlagi Near Gandhi Circle, Accused Rented Godown in BIlagi Near Gandhi Circle",5,2023
"In Ravi ugran's house, In Ravi ugran's house",5,2023
"TEM Office Bilagi, TEM Office Bilagi",5,2023
"TEM Office Bilagi, TEM Office Bilagi",5,2023
"PARASAPPA HANAMAPPA GUNNALLI FEILD PARVATI, PARASAPPA HANAMAPPA GUNNALLI FEILD PARVATI",2,2016
"HANAMAPPA BHIMAPPA DUMMALLI FEILAD PARVATI, HANAMAPPA BHIMAPPA DUMMALLI FEILAD PARVATI",2,2016
"GULEDAGUDD WARD NO 14 POLING BOOTH, GULEDAGUDD WARD NO 14 POLING BOOTH",9,2018
"CHITAWADAGI VILLLAGE, CHITAWADAGI VILLLAGE",2,2016
"HUNGUND TOWN CENTRAL PRIMARY SCHOOL, HUNGUND TOWN CENTRAL PRIMARY SCHOOL",6,2016
"HUNGUND TOWN IN MARIDEVAR MATH, HUNGUND TOWN IN MARIDEVAR MATH",6,2017
"NEAR HUNGUND BUS STAND, NEAR HUNGUND BUS STAND",4,2018
"NEAR HUNGUND BUS STAND, NEAR HUNGUND BUS STAND",4,2018
"HUNGUND TOWN LIMITS, HUNGUND TOWN LIMITS",4,2023
"HUNGUND TOWN LIMITS, HUNGUND TOWN LIMITS",4,2023
"HUNGUND  TOWN  LIMITS, HUNGUND  TOWN  LIMITS",4,2023
"HUNGUND  TOWN  LIMITS, HUNGUND  TOWN  LIMITS",4,2023
"HUNGUND  TOWN  LIMITS, HUNGUND  TOWN  LIMITS",4,2023
"HUNGUND  TOWN  LIMITS, HUNGUND  TOWN  LIMITS",4,2023
"HUNGUND  TOWN  LIMITS, HUNGUND  TOWN  LIMITS",4,2023
"ILKAL CENTRAL SCHOOL IN POLLING BOOTH, ILKAL CENTRAL SCHOOL IN POLLING BOOTH",6,2016
"ILKAL APMC PRIMISES, ILKAL APMC PRIMISES",1,2017
"ILKAL TOWN NEAR BASAVESWAR CIRCLE, ILKAL TOWN NEAR BASAVESWAR CIRCLE",4,2018
"ILKAL TOWN NEAR R VEERAMANI STEDIOUM, ILKAL TOWN NEAR R VEERAMANI STEDIOUM",4,2018
"ILKAL W NO 13 IN GANGAPPA MAHANTAPPA SHETTAR HOME, ILKAL W NO 13 IN GANGAPPA MAHANTAPPA SHETTAR HOME",8,2018
"ILKAL TOWN, ILKAL TOWN",5,2023
"ILKAL TOWN AREA, ILKAL TOWN AREA",5,2023
"IN NANDAWADAGI CHECK POST, IN NANDAWADAGI CHECK POST",3,2018
"IN GUGGALAMARI CHACK POST ON NH 50 ROAD, IN GUGGALAMARI CHACK POST ON NH 50 ROAD",4,2018
"IN HOSUR BALKUNDI GUDUR GORBAL & OTHER VILLAGES, IN HOSUR BALKUNDI GUDUR GORBAL & OTHER VILLAGES",4,2018
"IN NANDAWADAGI CHECK POST, IN NANDAWADAGI CHECK POST",4,2018
"IN GUGGALAMARI CHACK POST, IN GUGGALAMARI CHACK POST",4,2018
"IN GADISUNKAPUR, IN GADISUNKAPUR",5,2018
"MAIGUR VILLAGE AREA,ON JAMAKHANDI-MAIGUR ROAD, MAIGUR VILLAGE AREA,ON JAMAKHANDI-MAIGUR ROAD",5,2018
"SHIRAGUPPI MADDI ROAD NEAR ASHOK BANNUR HOUSE, SHIRAGUPPI MADDI ROAD NEAR ASHOK BANNUR HOUSE",10,2018
"JAKANUR VILLAGE,NEAR ARAVIND HIREMATH HOME ON, JAKANUR VILLAGE,NEAR ARAVIND HIREMATH HOME ON",11,2018
"LINGANUR VILLAGE  BADIGER  GALLI  NEAR LAKXMI DEVI, LINGANUR VILLAGE  BADIGER  GALLI  NEAR LAKXMI DEVI",11,2018
"HUNNUR ASEMBALI CHECK POST, HUNNUR ASEMBALI CHECK POST",4,2023
"Above SBI ADB Brach Building,Vijay Souhard Sahakar, Above SBI ADB Brach Building,Vijay Souhard Sahakar",4,2018
"Near Kattikere, Mudhol Road, Near Kattikere, Mudhol Road",5,2018
"Near Shrishil Dalawai House, Banahatti Road, Near Shrishil Dalawai House, Banahatti Road",5,2018
"Near Basavashwar Circle, Near Basavashwar Circle",5,2018
"Near Old Tahasildar Office, Near Old Tahasildar Office",5,2018
"Near Old Tahasildar Office, Near Old Tahasildar Office",5,2018
